sentence,label_actual,,
"On 13.11.2017, #Current Court# had reserved orders on various applications filed for recall of the order dated 24.10.2017 regarding the ban on use of furnace oil and pet coke in the States of Uttar Pradesh, Haryana and Rajasthan.",['Fact'],,
"Today, the learned A#advocate_respondant# has placed before #Current Court# a decision taken by the MoE, Forests and Climate Change of the #respondants# on 15.11.2017 requiring me #respondants# to issue a direction Under Section 5 of the Environment (Protection) Act 1986 to the States of Uttar Pradesh, Haryana and Rajasthan prohibiting any industry, operation or processes using pet coke and furnace oil as fuel with immediate effect until further orders.",['argument_respondant'],,
It is clarified by the learned A#advocate_respondant# that this is with respect to entire State and not only NCR region.,['argument_respondant'],,
"Pursuant to the communication dated 15.11.2017, a direction has been issued on the same date that is, 15.11.2017 by the Chairman, #respondants# Under Section 5 of the Environment (Protection) Act, 1986.",['Observation_finding'],,
"a direction is to the effect that there will be a prohibition on the use of pet coke and furnace oil by any industry, operation or processes within the States of Uttar Pradesh, Haryana and Rajasthan with immediate effect until further orders.",['Other'],,
It is submitted by the #amicus# that a prohibition on the use of pet coke and furnace oil will solve only a part of the problem.,['argument_amicus'],,
A direction should also be issued to the effect there is a ban on the sale of pet coke and furnace oil in all these three States for being used as fuel.,['Other'],,
the learned A#advocate_respondant# says that the learned A#advocate_respondant# will look into the matter and will get back to #Current Court# within a week or so.,['argument_respondant'],,
#Current Court# may note that pollution caused by pet coke and furnace oil is not a problem confined only to the NCR region but appears to be a problem faced by almost all the States and Union Territories in the country.,['Fact'],,
"For the present, #Current Court# do not propose to give any direction to any other State and Union Territory but #Current Court# request all the #respondants# and Union Territories to consider taking similar measures as have been taken by ""the #respondants# and the Chairman of the #respondants# Under Section 5 of the Environment (Protection) Act, 1986.",['Observation_finding'],,
"List on 4th December, 2017.",['Other'],,
Report Number 71 and 78 (REGARDING COMPREHENSIVE ACTION PLAN FOR AIR POLLUTION CONTROL AND SUPPLEMENTARY REPORT ON THE COMPREHENSIVE ACTION PLAN WITH TIMELINES),['Other'],,
"List on 4th December, 2017 for final orders.",['Other'],,
Report Number 73 and 75 (ON THE ASSESSMENT OF POLLUTION UNDER CONTROL (PUC) PROGRAMME IN DELHI AND NCR),['Other'],,
"List on 4th December, 2017 for final orders.",['Other'],,
Application for Direction by the#amicus#,['Fact'],,
#amicus# has moved an application in which #amicus# is prayed as follows:,['Fact'],,
a) Direct the collection of a compensatory sum on petrol and diesel in NCR to be used for measures to deal with pollution in the NCR region.,['Other'],,
b) Direct that the charge so collected should be utilized by the #respondants# to procure the requisite agricultural equipments for the farmers of Punjab and Haryana.,['Fact'],,
c) Further direct that the Ministry of Petroleum and Natural Gas examine the feasibility of existing technologies and present a workable scheme on the use and disposal of the crop stubble to this Hon'ble Court.,['Other'],,
It is #Current Court#'s impression that a prayer similar to prayer (c) has already been made in a writ petition filed and is perhaps pending before Hon'ble the Chief Justice.,['Fact'],,
"On the request of the #amicus#, #Current Court# take the application on record but do not pass any orders since #amicus# #amicus# says that #amicus# will move Hon'ble the Chief Justice.",['Fact'],,
Application for Direction by the#amicus#,['Fact'],,
#amicus# #amicus# has moved another application in which #amicus# is prayed as follows:,['Fact'],,
a) Direct that sufficient gas supply be made available so that all power generation in the NCR region is from power plants using gas as all power generation in the NCR region principal fuel.,['Other'],,
b) Direct a ban on import of pet coke and furnace oil and confine the use of domestic pet coke for the sole purpose of feedstock.,['Other'],,
"c) Direct the implementation of the 2015 emission standards for power plants as per schedule that is, by December 2017",['Other'],,
d) Direct the review of the status of existing coal based power plants and a lime bound switch over to natural gas.,['Other'],,
e) Direct the Union to oversee measures to strengthen the distribution of electricity in the NCR region to ensure that there is no shortfall in availability of electricity on 24/7 basis.,['Other'],,
Issue notice returnable on 04.12.2017.,['Other'],,
#advocate_respondant# learned Counsel accepts notice.,['Fact'],,
"Learned A#advocate_respondant# seeks some time to have instructions and file a response, if necessary.",['Fact'],,
Writ Petitions)(Civil) No(s). 13029/1985,['Other'],,
Several amounts running into hundreds if not thousand crores have been collected under various heads/accounts pursuant to various orders passed by this Court from time to time.,['Fact'],,
"#Current Court# request the learned A#advocate_respondant# appearing for the #respondants#, #advocate_respondant#, learned Counsel for #respondants# and #advocate_respondant#, the #amicus# before #Current Court# to sit together and identify all the heads and the amounts lying under those heads/accounts so that there can be proper utilization of these funds.",['Fact'],,
"The Registry is directed to give access to the relevant records, if necessary.",['Other'],,
"The learned A#advocate_respondant#, #advocate_respondant# and #advocate_respondant#, that #amicus# may take the assistance of any other person that#amicus# feel necessary.",['Fact'],,
