sentence,label_actual,,
I.A. Number 130216 and 130219,['Other'],,
These applications were mentioned for listing.,['Other'],,
List after two weeks.,['Other'],,
REPORT No. 106 SUBMITTED BY #respondants# (SPECIAL REPORT ON POLLUTION HOT SPOTS IN NCR WITH REQUEST FOR URGENT DIRECTIONS TO IMPROVE ENFORCEMENT AND POLLUTION CONTROL) IN RE: STUBBLE BURNING,['Fact'],,
"#Current Court# have heard Mr. Bhurelal, who has pointed out about irrigation.",['Fact'],,
#Current Court# have also heard some experts from the Ministry and the IIT and learned senior Counsel for the parties and#amicus#.,['Fact'],,
Today everyone is concerned about level of pollution in Delhi and NCR region.,['Other'],,
"This is not something new, every year this kind of piquant situation arises for a substantial period.",['Other'],,
"This is compounded by the fact that year to year in spite of various directions issued by High Court, other authorities including this Court the #respondants#, #respondants# and the corporations of Delhi and nearby States are not performing the corporations of Delhi and nearby States duties as enjoined upon the corporations of Delhi and nearby States.",['Fact'],,
This is a shocking state of affairs in which #Current Court# are put as on today.,['Observation_finding'],,
This is blatant and grave violation of right to life of the sizeable population by all these actions and the scientific data which has been pointed out indicates that life span of the people is being reduced by this kind of pollution which is being created and that people are being advised not to come back to Delhi or to leave Delhi Delhi due to severe pollution condition which has been created.,['Observation_finding'],,
There cannot be large scale exodus.,['Other'],,
People have to perform People duty in Delhi also and people cannot be evacuated from Delhi.,['Other'],,
"#Current Court# are at a loss to understand why #Current Court# are not able to create a situation in which this kind of pollution does not take place, that too in a routine manner every year.",['Fact'],,
"Obviously, it is writ large that the #respondants#, #respondants# and civic bodies have miserably failed to discharge the #respondants#, #respondants# and civic bodies liability as per the directive principles of State Policy which have found statutory expression, the #respondants#, #respondants# and civic bodies are being made statutory mockery and also the directions of this Court and High Courts in this regard are being violated with impunity.",['Fact'],,
Time has come when #Current Court# have to fix the accountability for this kind of situation which has arisen and is destroying right to life itself in gross violation of Article 21 of the Constitution of #respondants#.,['Fact'],,
"No farmer can be said to be having a right under the guise that No farmer is not having sufficient time to use the stubble for the purpose of manure, since manure have less time between two crops, cutting and sowing of next crop.",['Other'],,
"As such, manure cannot by burning it in manure fields, put life of sizeable population in jeopardy.",['Other'],,
It is apparent from the satellite images which has been produced before #Current Court# for the period 30.10.2019 to 04.11.2019.,['Fact'],,
"The satellite image clearly indicates that in Punjab there is widespread stubble burning which has taken place as compared to Haryana, in which only in four districts Haryana has taken place.",['Other'],,
There is some burning in Western Uttar Pradesh also.,['Other'],,
"some burning in Western Uttar Pradesh also could not have taken place even in a singular district or gram panchayat area as #Current Court# live in a civilized country in which such kind of activities which create such menacing pollution not only in the area concerned but to the neighbouring States also, by ill-effects of that people cannot be left to die or to suffer various ailments.",['Fact'],,
Everybody has to be answerable including the top state machinery percolating down to the level of gram panchayat.,['Other'],,
The very purpose of giving administration power up to the level of gram panchayat is that there has to be proper administration and there is no room for such activities.,['Other'],,
"The action is clearly tortuous one and is clearly punishable under statutory provisions, besides the violation of the Court's' order.",['Other'],,
"In the circumstances, as widespread stubble burning has taken place, #Current Court# direct the neighbouring #respondants# and adjoining State of Uttar Pradesh where there is blatant violation which has taken place, to halt blatant violation which has taken place.",['Conclusion'],,
"#Current Court# direct the Chief Secretaries of the neighbouring States of Punjab, Haryana and Uttar Pradesh to be present in the Court on 06.11.2019 and Chief Secretary of #respondants#.",['Conclusion'],,
"#Current Court# direct the Chief Secretaries of the #respondants#, District Collectors, Tehsildars, Director General, IG/SP and other police officers of the area of concerned police station and the entire police machinery to ensure that not even a single incident takes place of stubble burning henceforth.",['Conclusion'],,
"If it is found that any stubble burning has been made not only that person doing any stubble burning will be hauled up for the violation of the order passed by the Court but the entire administration, right from the Chief Secretary, Commissioner, Collector and all other concerned functionaries and Panchayats.",['Observation_finding'],,
Gram Pradhan/Sarpanch Panchayat are also directed to ensure that no such stubble burning takes place.,['Conclusion'],,
