sentence,label_actual,,
"The#appellants#s have approached this Court seeking emergent reliefs in relation to the extreme air pollution in the National Capital Region (hereinafter ""NCR"").",['Fact'],,
"#Current Court# have heard #advocate_appellant# and #advocate_appellant#, learned senior #advocate_appellant#s and #advocate_respondant#, learned senior #advocate_respondant#.",['Fact'],,
"The#appellants# has sought wide ranging reliefs against the use of fireworks (including fire crackers), prevention of harmful crop burning, dumping of malba and further steps towards environmental purity.",['Relief_Prayer'],,
"#Current Court# have, however, restricted this order to grant of interim relief in respect of fireworks.",['Fact'],,
The primary contention of The#appellants#s is that the use of fireworks in the NCR has posed a serious problem to the inability of the air during Diwali and the wedding season.,['Fact'],,
"According to The#appellants#s, the problem has reached proportions in the NCR which are not tolerable and are causing immense harm to the peace, well-being and health both physical and mental.",['argument_appellant'],,
"In fairness, #Current Court# must say that there was no serious opposition to the impact of fireworks on the ambient air and the unhealthy effects of fireworks on it.",['Fact'],,
no serious opposition to the impact of fireworks on the ambient air and the unhealthy effects of fireworks on it was mainly about the total banning of fireworks in all circumstances.,['Other'],,
"The onset of winter and the festival/marriage season this year, presented to the residents of the NCR severe concerns regarding the air quality standards.",['Other'],,
"According to reports, the air quality standards in early November of this year were the worst in the world.",['Other'],,
"the air quality standards in early November of this year is reported that the PM 2.5 levels recorded where ""beyond scale"" values [see #respondants#'s air quality among world's worst over Diwali weekend: Report.",['Fact'],,
"November 4, 2016, Hindustan Times].",['Other'],,
Report indicates that 24 hour average of PM 2.5 levels in South Delhi in 2016 were 38% higher than on the Diwali night of 2015.,['Other'],,
"The day after Diwali, these levels were twice as high as The day after Diwali in 2015, crossing 650 µ/m3, which is 26 times above the WHO's standards or levels considered safe.",['Other'],,
"Shockingly, on the morning of 1.11.2016, South Delhi woke up to an average PM 2.5 level of over 700 µ/m3-some of the highest levels recorded the world over and 29 times above WHO standards.",['Other'],,
"Report further states that the WHO guideline for 24-hour average PM 2.5 levels is 25 µ/m3 and with an annual average PM 2.5 level of 122 µ/m3, South Delhi's air is the worst among global megacities with dense populations.",['Other'],,
#Current Court# have particularly referred to the PM 2.5 levels because of the extreme effects and near invisibility of this type of particulate matter.,['Fact'],,
"PM 2.5 or particulate matter 2.5 (PM 2.5), refers to tiny particles or droplets in the air that are two and one half microns or less in width.",['Other'],,
It may be noted that the widths of the larger particles in the PM 2.5 size range would be about thirty times smaller than that of a human hair.,['Other'],,
"tiny particles or droplets in the air that are two and one half microns or less in width primarily emanate from vehicle exhausts and other operations that involve the burning of fuels such as wood, heating oil or coal, and of course, use of fire crackers.",['Other'],,
"In #respondants#, air quality standards are measured in terms of the Air Quality Index (hereinafter 'AQI').",['Fact'],,
The AQI was launched in #respondants# on 17.10.2014 by the MoE and Forests.,['Fact'],,
"According to the press release of the Press information Bureau of the same date, The AQI consists of a comprehensive set of parameters to monitor and asses the air quality.",['Other'],,
"The AQI considers eight pollutants (PM 10, PM 2.5, NO2, SO2, CO, O3, NH3, and Pb), and based on the levels of these pollutants six categories of The AQI ranging from Good to Severe have been prescribed.",['Other'],,
The index also suggests the health effects of the pollution category wise.,['Other'],,
The gradation of The AQI and The AQI health impact is extracted below:,['Other'],,
"Reports indicate that The AQI was much above the severe standard, shooting off the AQI 500 mark on many days this November.",['Other'],,
"On the day after Diwali, it was more than 14 times the safe limits [see Delhi's pollution levels peaks at 14-16 times safe limits, 31.10.2016, The Hindu].",['Other'],,
The adverse health effects of these hazardous levels of pollution are only too evident from the table given above.,['Other'],,
#Current Court# do not intend to refer to the multiplicity of reports and data on this front.,['Fact'],,
