sentence,label_actual,,
"By #Current Court#'s Order dated 16.12.2015, #Current Court# had while issuing several other directions forbidden registration of private cars and SUVs with an engine capacity of 2000 cc and above running on diesel fuel.",['Legal_issues'],,
That direction was initially effective up to 31.03.2016 but subsequently continued pending further orders.,['Other'],,
The position as on date is that registration of private cars and SUVs running on diesel fuel with an engine capacity of 2000 cc and above are not being registered in Delhi and NCR region.,['Other'],,
Several manufacturers of such cars and SUVs have however appeared and filed applications seeking impleadment and vacation of the said direction.,['Other'],,
#Current Court# # had at some length heard these applications and reserved pronouncement of orders on 04.07.2016.,['Fact'],,
"Mr. #advocate_appellant#, learned Senior Counsel appearing for#appellants#-#appellants#, one of Several manufacturers of such cars and SUVs had in the intervening period mentioned the matter and offered to deposit 1% of the Ex-show room price of the 2000 cc and above diesel vehicles manufactured by Mr. #advocate_appellant# client towards environment protection charge and sought modification of the order so as to permit registration of such vehicles on deposit of the said amount.",['argument_appellant'],,
Mr. #advocate_appellant# was asked to file a suitable affidavit to that effect which has been filed.,['Fact'],,
Messrs Gopal Subramanian and #advocate_appellant# today appear to submit that #appellants# shall have no objection and would indeed be willing without demur to deposit environment protection charge mentioned above equivalent to 1% of the Ex-show room price of the diesel vehicles manufactured by that company as a condition precedent for registration of such vehicles by the jurisdictional Registration Officers.,['argument_appellant'],,
Messrs Gopal Subramanian and #advocate_appellant# submit that the said amount could be used by the Government or by such other agency as this Court may identify for such purpose as this Court may direct.,['argument_appellant'],,
A similar offer has been made even by Toyota Kirloskar Private Limited who is also manufacturing diesel cars with the engine capacity of 2000 cc and above.,['Other'],,
"#advocate_appellant#, learned Senior Counsel appearing on behalf of #appellants# who happens to be a dealer in cars manufactured by Toyota Kirloskar Private Limited also makes a similar offer.",['argument_appellant'],,
"Dr. AM Singhvi learned senior appearing for the Society of Indian Automobile Manufacturers (SIAM) however argued that while some of the members of the association may also be similarly willing to deposit environment protection charge mentioned above, the benefit of registration of their cars on payment of the charge @ 1% of the Ex-show room price should be available to such manufacturers and dealers also.",['Fact'],,
"#amicus_advocate#, #amicus# argues that while the order passed by this Court could be suitably modified to permit registration of diesel cars/SUVs of 2000 cc capacity and above upon deposit of 1% of the Ex-show room price towards environment protection charge, the said requirement should be extended even to diesel cars with less than 2000 cc capacity.",['argument_amicus'],,
#amicus_advocate# argued that the deposit could be directed to be made in an account to be opened by the #respondants# (#respondants#) with a direction that the Registration Officers concerned shall register the vehicles offered for registration only upon satisfying #amicus_advocate# about the deposit of the amount and not otherwise.,['argument_amicus'],,
"Insofar as the deposit to be made with the #respondants# (#respondants#) is concerned, #Current Court# see no reason to decline the prayer.",['Observation_finding'],,
#Current Court# accordingly direct that the #respondants# (#respondants#) shall open a separate account in a Scheduled public sector bank to receive the amount representing 1% of the Ex-show room price of every diesel car that is sold by any manufacturer/dealer in Delhi and NCR region.,['Conclusion'],,
The deposit of the amount alone shall entitle the manufacturer/dealer or the purchaser of the car to have the car registered within Delhi or NCR region.,['Other'],,
#Current Court#'s order dated 16.12.2015 shall to that extent stand modified.,['Fact'],,
"We, however, leave open the question whether cars less than the capacity of 2000 cc using diesel fuel should also be subjected to a similar charge.",['Other'],,
So also the question whether the rate of a similar charge ought to be limited 1% or raised is left open to be determined at an appropriate stage.,['Other'],,
#Current Court# all the same make it clear that any such enhancement in a similar charge if so directed by the court would not have any retrospective effect.,['Conclusion'],,
"With these observations and modification, IAs Number 376-377 and all connected I.As relevant to these aspect are disposed of.",['Other'],,
IAs Number 461-462:,['Other'],,
#advocate_appellant# submits that Learned Counsel is ready and willing to deposit 1% towards environment protection charge as directed in IAs Number 376-377 for registration of diesel ambulance cars with engine capacity of 2000 cc.,['argument_appellant'],,
In IAs Number 461-462 are also disposed off in similar terms.,['Other'],,
IAs Number 467-468:,['Other'],,
"For the reasons stated in the application, #Current Court# permit registration of utility vehicles (garbage vehicles) of 2000 cc and above used by Prisons Department, Tihar.",['Conclusion'],,
The registration shall be free from environment cess/charge on the same.,['Other'],,
9. IAs Number 467-468 are accordingly allowed and disposed off.,['Conclusion'],,
"IAs Number 463-464, 466 and Report with regard to installation of Radio Frequency Identification (RFID) for effective and credible ECC collection dated 10.08.2016:",['Other'],,
"Post on Monday that is, 22.08.2016 at 1.30 PM",['Other'],,
"I.A. Number 383-384, 394, 397-398, 402-403, 418, 455, 466, 469 in I.A. Number 365 in 345 in W.P.(C) Number 13029 of 1985 and I.A. Number 470 in I.A. Number 439-440 of 2016 in I.A. Number 365 in I.A. Number 345 in W.P.(C) Number 13029 of 1985, I.A.. 470 in I.A. Number 439-440 of 2016 in I.A. Number 365 in I.A. Number 345 in W.P.(C) Number 13029 of 1985:",['Other'],,
Post these I.As along with I.A.. 345 and affidavit filed by Department of Heavy Industries and public Enterprises at an appropriate date.,['Other'],,
