sentence,label_actual,,
"Ranjan Gogoi, J.",['Other'],,
"The#appellants# are the owners of Hotels, Beach Resorts and Beach Bungalows in Goa who have been facing the prospect of demolition of The#appellants# properties for the last several decades.",['Fact'],,
The#respondants#-#respondants# is a non-Governmental body who claims to be dedicated to the cause of environmental and ecological well being of the State of Goa.,['Fact'],,
The#respondants#-#respondants# had filed parallel writ petitions before the High Court for demolition of the allegedly illegal constructions raised by The#appellants#.,['Fact'],,
Both sets of writ petitions i.e. those filed by The#appellants# against the orders of demolition by the State Authorities and the writ petitions filed by The#respondants#-#respondants# seeking demolition of constructions raised by each of The#appellants# were heard together by the High Court.,['Fact'],,
"the High Court, by separate impugned orders dated 13th July, 2000, had upheld the orders passed by the authorities requiring The#appellants# to demolish the existing structures.",['Fact'],,
It is against the aforesaid orders passed by the High Court that the present group of appeals have been filed upon grant of leave by the High Court Under Article 136 of the Constitution of #respondants#.,['Fact'],,
The constructions raised by The#appellants# are not per se illegal in the conventional sense.,['Fact'],,
The constructions raised by the#appellants# are not without permission and sanction of the competent authority.,['Fact'],,
What has been alleged by the State and has been approved by the High Court is that such constructions are in derogation of the environmental guidelines in force warranting demolition of the same as a step to safeguard the environment of the beaches in Goa.,['Other'],,
"Specifically, it is the case of the State that the constructions in question are between 90 to 200 meters from the High Tide Line (HTL) despite the fact that under the guidelines in force, which partake the character of law, constructions within 500 meters of the HTL are prohibited except in rare situations where construction activity between 200 to 500 meters from the HTL are permitted subject to observance of strict conditions.",['Other'],,
"Admittedly, the constructions in question, though completed on different dates and in different phases, were so completed before the Coastal Regulation Zone (CRZ) were enacted (w.e.f. 19th February, 1991) in exercise of the powers under the Environment Protection Act, 1986.",['Other'],,
"The above basis on which the impugned action of the State is founded has been sought to be answered by The#appellants# by contending that at the relevant point of time when building permissions and sanctions were granted in respect of the constructions undertaken, the prohibition was with regard to construction within 90 meters from the HTL.",['Fact'],,
"Admittedly, none of the constructions are within the said divide.",['Other'],,
"The guidelines, detailed reference to which are made in the succeeding paragraphs of the present order, are not 'law' so as to constitute activities contrary thereto as acts of infringement of the law and hence illegal.",['Other'],,
Such guidelines do not confer the power of enforcement and lack the authority to bring about any penal consequences.,['Other'],,
