sentence,label_actual,,,,,,,,,,,,,,,,,,,,
"K. S. Panicker Radhakrishnan, J.",['Other'],,,,,,,,,,,,,,,,,,,,
"This Court, while disposing of the case titled #appellants# v #respondants# reported in MANU/SC/0466/2013 : (2013) 6 SCC 620, gave 15 directions for due compliance by AERB, #respondants#, DAE, MoEF, #respondants#, #respondants#, etc Complaining that 15 directions for due compliance by AERB, #respondants#, DAE, MoEF, #respondants#, #respondants#, etc had not been complied with, the#appellants# herein filed Writ Petition No. 19286 of 2013 before the Madras High Court praying for a declaration that the clearance granted by AERB for 'First Approach to Criticality' (FAC) of Unit 1 of Kudankulam Nuclear Power Project (KK NPP) on July 11, 2013 be declared as null and void.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Writ Petition was heard along with few other writ petitions like WP No. 15829 of 2013 and Writ Petition No. 20161 of 2013 and the same were disposed of by a common judgment dated 29.7.2013, against which the#appellants# in Writ Petition No. 19285 of 2013 has come up with Writ Petition.",['Fact'],,,,,,,,,,,,,,,,,,,,
which the#appellants# in Writ Petition has also moved IA Number 3 of 2013 in Civil Appeal No. 4440 of 2013 for a direction to the#respondants# not to commission the Kudankulam Nuclear Plant till each of the 15 directions given by the Madras High Court in the aforementioned judgment has been complied with and till they are properly verified by an independent expert committee appointed by the Madras High Court.,['Fact'],,,,,,,,,,,,,,,,,,,,
"When SLP (C) No. 36179 of 2013 came up for hearing, #Current Court# passed an order on 17.2.2014 directing the#respondants# to file the#respondants# response with regard to steps the#respondants# have taken to give effect to the fifteen directions given by the Madras High Court.",['Fact'],,,,,,,,,,,,,,,,,,,,
"In compliance, the#respondants# have filed the#respondants# affidavits and status report.",['compliance'],,,,,,,,,,,,,,,,,,,,
"#Current Court# heard #advocate_appellant#, learned senior counsel for which the#appellants# in Writ Petition, #advocate_respondant#, learned #advocate_respondant#, #advocate_respondant#, learned senior counsel appearing for the #respondants#, Shri Subramonium Prasad, AAG and other learned #advocate_respondant#s.",['Fact'],,,,,,,,,,,,,,,,,,,,
AERB in the#respondants# affidavit dated 24.3.2014 explained the various steps they have taken so as to comply with the various directions issued by the Madras High Court.,['Fact'],,,,,,,,,,,,,,,,,,,,
"With regard to the concern expressed about the possibility of quality issues with equipment from specific source, the concern was also pointed out that additional re-verification was carried out before FAC.",['Other'],,,,,,,,,,,,,,,,,,,,
"While doing so, the concern was stated that the quality aspects of the safety related equipment in KK NPP from that source had not been compromised.",['Other'],,,,,,,,,,,,,,,,,,,,
AERB Observers Team re-verified the implementation of QA requirements from initial stage of manufacturing up to final receipt of the component/equipment at Kudankulam.,['Other'],,,,,,,,,,,,,,,,,,,,
"It was pointed out, no non-conformance of significance to safety was observed.",['Other'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 5, it was pointed out that SNF can be stored for a minimum period of 7 years within plant in Spent Fuel Pool (SFP) located in Reactor Building.",['Other'],,,,,,,,,,,,,,,,,,,,
"Design of the same, Design of the same was pointed out, has been reviewed from the point of adequacy of design, surveillance requirements, monitoring provisions to ensure safe storage considering plant and public safety.",['Other'],,,,,,,,,,,,,,,,,,,,
"For storage beyond 7 years, Away From Reactor (AFR) facility is planned by #respondants#.",['Fact'],,,,,,,,,,,,,,,,,,,,
"#respondants# has submitted the roadmap for design, construction and completion of AFR facility specifying that the AFR facility would be operational by May, 2018 after obtaining clearance from AERB.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 7, it was pointed out that DGR is to be set up based on national policy and regulatory review would be carried out as and when design for the same is evolved.",['Other'],,,,,,,,,,,,,,,,,,,,
"In the meantime, as per the current regulatory practices, AERB would ensure safe storage of SNF in the spent fuel pool or AFR at Site and ensure that the transportation is in accordance with the AERB requirements.",['Other'],,,,,,,,,,,,,,,,,,,,
Detailed response has been made to rest of the directions in the affidavit filed by AERB.,['Other'],,,,,,,,,,,,,,,,,,,,
#respondants# has also filed an affidavit along with Annexure A furnishing the status report with regard to the directions issued by this Court in the above-mentioned judgment.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#respondants# with regard to direction No. 1, pointed out that the quality of equipment supplied by Messrs Zio-Pololsk such as steam generator, cation and anion filters, mechanical filters, moisture separators and re-heaters etc are fully accessible for any inspection, and none of Zio-Pololsk supplied equipment to KKNPP are subject to neutron irradiation.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Further, neutron irradiation was submitted that to fulfil the directions in para No. 230 of the judgment, report has been filed.",['Other'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 7, it was stated that as the present storage capacity of each Spent Nuclear Fuel Bay (SNF Bay) is adequate to accommodate discharged fuel for a period of seven years starting from each Spent Nuclear Fuel Bay (SNF Bay) first refuelling operation, and hence as such the AFR facilities would only be required eight years after the First Criticality of the KKNPP Unit-1.",['Other'],,,,,,,,,,,,,,,,,,,,
"Further, it is also stated that a Task Force for finalisation of design, design basis report to construct Away From Reactor (AFR) facility for KKNPP Unit 1 & 2 has been constituted by #respondants# vide office Order dated May 15, 2013 and that the Task Force has prepared a roadmap for the design and construction of AFR.",['Fact'],,,,,,,,,,,,,,,,,,,,
It was further pointed out that #respondants# is committed to complete the AFR facility within five years.,['Fact'],,,,,,,,,,,,,,,,,,,,
Reply has also been given to the rest of the directions as well.,['Other'],,,,,,,,,,,,,,,,,,,,
Detailed affidavit has been filed on behalf of the #respondants# stating the steps they have taken to comply with the directions.,['Fact'],,,,,,,,,,,,,,,,,,,,
"Following the directions, it was pointed out, the officials of the Board inspected the plant on 18.5.2013 along with the members of the Department of the Atomic Energy, #respondants#, MoEF, etc to verify the status of compliance of conditions stipulated by the #respondants# in the consent order granted under the Water (Prevention and Control of Pollution) Act, 1974 and the Air (Prevention and Control of Pollution) Act, 1981.",['Fact'],,,,,,,,,,,,,,,,,,,,
It was noticed that the Unit has complied with the conditions and the consent order issued to the Unit.,['compliance'],,,,,,,,,,,,,,,,,,,,
"Further, It was pointed out that the Unit the Unit has installed temperature measuring device both at the sea water intake and marine out fall facility, and the difference between ambient temperature of the sea and the water disposed into sea by the Unit is not exceeding 7°C as per the conditions stipulated by the #respondants#.",['Fact'],,,,,,,,,,,,,,,,,,,,
"The District Collector, Tirunelveli District, submitted a status report with specific reference to direction Number 11 to 15.",['Other'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 11, it was pointed out that the first off-site emergency exercise was conducted on 9.6.2012 at the Unit at Nakkanery village with the support of the concerned Ministries of the #respondants#, Officials of the #respondants# and the local authorities, etc, and that the next exercise will be conducted as per the guidelines shortly after the Parliamentary Elections are over.",['Fact'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 12, it was pointed out that under the Neighbourhood Development Programme (NDP) being implemented by the Unit, a sum of Rs. 200 crores has been earmarked for various projects.",['Other'],,,,,,,,,,,,,,,,,,,,
200 crores was pointed out that various projects have been identified and that an Apex Committee has been constituted to oversee implementation of the NDP.,['Other'],,,,,,,,,,,,,,,,,,,,
"Further, under NDP, a sum of Rs. 45 crores has been sanctioned towards first instalment of the total amount of Rs. 200 crores and from the released funds, work for the installation of Solar Street Light (200 Number ) and Solar Motor Pumps (32 Number ) has been completed.",['Other'],,,,,,,,,,,,,,,,,,,,
"Further, it was also stated that the upgradation of Koodankulam Primary Health Centre to Government Hospital and improvements to Chettikulam Sub Centre, construction of new PHC are nearing completion.",['Other'],,,,,,,,,,,,,,,,,,,,
The construction of new PHC is completed and the improvement and widening of roads (29 roads) around the Unit has been completed.,['Other'],,,,,,,,,,,,,,,,,,,,
"Further, The construction of new PHC at Ovari was also pointed out that around the Kudankulam surrounding area, the #respondants# issued an order to construct 5000 houses at the estimate of Rs. 150 crores during the year 2013-2014.",['Fact'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 13, it was pointed out that training had been conducted in August, 2011, for the #respondants# officials of various departments including revenue, police, medical, fire, etc and that a refresher course was organised in June, 2012.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Further, it was stated, schedule for refresher course is being planned in consultation with District Administration.",['Other'],,,,,,,,,,,,,,,,,,,,
"With regard to direction No. 14 relating to the consent of withdrawal of criminal cases filed against the agitators, it was pointed out that out of 349 cases, 248 cases had already been withdrawn since in criminal cases filed against the agitators no violence was noticed.",['Other'],,,,,,,,,,,,,,,,,,,,
"However, with regard to other cases that is, cases of lay siege through sea (6 cases), cases of violence against private individuals (40 cases) and cases of violence against the #respondants# officials (55 cases), it was stated, it is not possible to withdraw the cases as the violations and crimes committed are very serious in nature.",['Fact'],,,,,,,,,,,,,,,,,,,,
The question whether the rest of the cases be proceeded with or not is for the trial court to decide on which #Current Court# express no opinion.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"After perusing the various affidavits filed by the#respondants#, #Current Court# notice that the directions given by Current Court are being properly addressed by the#respondants# and there is no laxity on the part of the#respondants# in not carrying out various directions of Current Court.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
"For full implementation of directions, evidently, it may take some more time and #Current Court# are sure that the#respondants# would make earnest efforts to give effect to all the directions of Current Court in letter and spirit.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Shri #advocate_appellant#, learned senior #advocate_appellant#, submitted that a team headed by a former Chairman of the AERB be constituted to examine as to whether these directions are being properly implemented or not.",['argument_appellant'],,,,,,,,,,,,,,,,,,,,
"#Current Court# find it unnecessary to appoint any Committee at this stage since the status report and the affidavits indicate that the#respondants# are taking necessary steps so as to give effect to various directions, even though some of the directions are yet to be fulfilled, which naturally would take some more time.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"At the moment, #Current Court# find no reason to give any further directions.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
"The Special Leave Petition is disposed of as above, so also the IA",['Conclusion'],,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
