sentence,label_actual,,
"Having heard learned Counsel for the parties at some le#respondants#h, #Current Court# direct the following arrangement in modification of #Current Court#'s earlier orders:",['Conclusion'],,
"""(1) #respondants# shall permit the city taxies having validly issued permits Under Section 74 of the Motor Vehicles Act, 1988 to operate within the National Capital Region not limited to National Capital Territory of Delhi Delhi provided such permits are duly counter-signed by the competent authorities Under Section 88(1) of the Motor Vehicles Act.",['Conclusion'],,
(2) Registration of new city taxies shall be permitted only if the vehicles operate on dual fuel or petrol or C.N.G. #Current Court# make it clear that no vehicle shall be registered as a city taxi if no vehicle runs on diesel fuel. the competent authorities shall faithfully comply with this direction.,['Conclusion'],,
(3) All existing All #respondants# Tourist Permit (AITP) taxies operating in the National Capital Region shall be converted into AITP (O) category and will be allowed to operate until such time their existing permits expire by afflux of time.,['Fact'],,
#Current Court# make it clear that the registering authority shall not renew such permits once the registering authority have expired.,['Conclusion'],,
"#Current Court# also direct that the permission hereby granted shall be subject to the AITP taxies complying with all Government directives concerning security, safety and fare issued from time to time.",['Conclusion'],,
(4) All new AITP permits will be issued as AITP (N) category permits.,['Other'],,
All new AITP permits shall not authorise the taxies to pick-up or drop passengers from point to point within the NCR.,['Other'],,
The authority issuing the permits shall insist upon an undertaking from the person seeking an AITP permit to the effect that he shall not use the taxi for point to point service within the NCR.,['Other'],,
"This direction shall continue till such time, the Government frame suitable Rules to that effect and publish the same in the official gazette.""",['Conclusion'],,
"We must place on record that #advocate_respondant#, learned senior Counsel appearing for #respondants# who engages a very large number of taxies for ferrying #respondants# employees to and from #respondants# offices, has assured the Court that his client shall upon expiry of the existing contract with the Taxi operators and while fixing future contracts with similar other operators, make sure that the Taxi operators run taxies on non-diesel fuel.",['Fact'],,
"This, according to his, will be certainly achieved after the expiry of the existing permits.",['Other'],,
That submission is recorded.,['Other'],,
"All the interlocutory applications, mentioned above, are accordingly disposed of.",['Other'],,
